2022-01-12 20:20:41.603,140,0.00
2022-01-12 20:20:41.633,140,0.00
2022-01-12 20:20:41.655,140,0.00
2022-01-12 20:20:41.676,140,0.00
2022-01-12 20:20:41.700,140,0.35
2022-01-12 20:20:41.725,140,0.35
2022-01-12 20:20:41.745,140,1.05
2022-01-12 20:20:41.770,140,1.76
2022-01-12 20:20:41.790,140,2.81
2022-01-12 20:20:41.815,140,4.22
2022-01-12 20:20:41.840,140,5.63
2022-01-12 20:20:41.860,140,7.73
2022-01-12 20:20:41.885,140,10.55
2022-01-12 20:20:41.910,140,13.01
2022-01-12 20:20:41.930,140,15.82
2022-01-12 20:20:41.954,140,19.34
2022-01-12 20:20:41.975,140,23.20
2022-01-12 20:20:41.999,140,27.07
2022-01-12 20:20:42.024,140,31.29
2022-01-12 20:20:42.045,140,35.51
2022-01-12 20:20:42.070,140,40.08
2022-01-12 20:20:42.093,140,44.65
2022-01-12 20:20:42.132,140,48.87
2022-01-12 20:20:42.144,140,52.73
2022-01-12 20:20:42.159,140,57.30
2022-01-12 20:20:42.184,140,61.17
2022-01-12 20:20:42.209,140,65.04
2022-01-12 20:20:42.229,140,68.55
2022-01-12 20:20:42.254,140,72.07
2022-01-12 20:20:42.277,140,74.88
2022-01-12 20:20:42.298,140,77.34
2022-01-12 20:20:42.350,140,80.16
2022-01-12 20:20:42.351,140,82.27
2022-01-12 20:20:42.368,140,84.37
2022-01-12 20:20:42.393,140,86.13
2022-01-12 20:20:42.414,140,87.89
2022-01-12 20:20:42.438,140,88.95
2022-01-12 20:20:42.463,140,90.00
2022-01-12 20:20:42.483,140,91.05
2022-01-12 20:20:42.508,140,91.76
2022-01-12 20:20:42.528,140,92.46
2022-01-12 20:20:42.552,140,92.46
2022-01-12 20:20:42.578,140,92.81
2022-01-12 20:20:42.597,140,92.81
2022-01-12 20:20:42.622,140,93.16
2022-01-12 20:20:42.642,140,93.16
2022-01-12 20:20:42.667,140,93.16
2022-01-12 20:20:42.692,140,92.46
2022-01-12 20:20:42.712,140,92.46
2022-01-12 20:20:42.736,140,91.76
2022-01-12 20:20:42.762,140,91.41
2022-01-12 20:20:42.782,140,91.05
2022-01-12 20:20:42.806,140,90.35
2022-01-12 20:20:42.827,140,89.65
2022-01-12 20:20:42.852,140,88.95
2022-01-12 20:20:42.876,140,88.24
2022-01-12 20:20:42.897,140,87.54
2022-01-12 20:20:42.922,140,86.84
2022-01-12 20:20:42.945,140,86.13
2022-01-12 20:20:42.966,140,85.08
2022-01-12 20:20:42.991,140,84.02
2022-01-12 20:20:43.011,140,82.97
2022-01-12 20:20:43.036,140,82.27
2022-01-12 20:20:43.060,140,81.21
2022-01-12 20:20:43.081,140,80.16
2022-01-12 20:20:43.105,140,79.10
2022-01-12 20:20:43.130,140,78.05
2022-01-12 20:20:43.150,140,76.99
2022-01-12 20:20:43.175,140,75.94
2022-01-12 20:20:43.196,140,74.88
2022-01-12 20:20:43.220,140,73.83
