140;285;250
140;287;399
140;287;385
140;287;412
140;287;387
140;287;403
140;287;385
140;289;375
140;291;355
140;291;375
140;293;375
140;295;375
140;297;375
140;299;375
140;299;359
140;301;374
140;301;359
140;305;353
140;305;353
140;307;353
140;311;353
140;313;353
140;315;353
140;319;339
140;321;335
140;325;329
140;329;331
140;335;331
140;337;331
140;343;331
140;347;331
140;351;295
140;357;319
140;363;306
140;369;321
140;375;304
140;381;304
140;576;304
140;395;304
140;576;304
140;407;304
140;413;307
140;419;312
140;425;307
140;431;307
140;437;307
140;443;307
140;449;307
140;453;307
140;459;307
140;465;295
140;471;310
140;475;306
140;481;306
140;485;306
140;489;306
140;493;306
140;495;300
140;499;304
140;501;317
140;505;287
140;576;287
140;509;287
140;576;287
140;511;287
140;128;302
140;513;293
140;576;289
140;513;293
140;128;293
140;511;293
140;511;293
140;511;293
140;128;293
140;509;299
140;505;311
140;505;294
140;128;297
140;501;297
140;499;297
140;576;297
140;497;297
140;576;294
140;493;300
140;576;283
140;489;291
140;487;291
140;485;291
140;485;291
140;481;291
140;477;291
140;477;290
140;475;297
140;576;300
140;475;292
140;473;292
140;471;292
140;576;292
140;469;292
140;576;295
140;467;294
140;467;265
140;467;295
140;256;284
140;465;284
140;465;284
140;465;284
140;465;284
140;576;291
140;467;285
140;576;302
140;467;297
140;576;297
140;467;297
140;576;297
140;469;297
140;469;291
140;471;284
140;471;292
140;473;302
140;473;287
140;475;287
140;475;287
140;576;287
140;477;287
140;576;298
140;481;308
140;576;290
140;481;291
140;481;291
140;483;291
140;485;291
140;485;291
140;485;301
140;485;287
140;487;300
140;576;295
140;487;292
140;128;292
140;489;292
140;489;292
140;489;292
140;576;300
140;489;292
140;489;305
140;489;302
140;489;302
140;489;302
140;487;302
140;489;302
140;487;292
140;576;292
140;487;297
140;576;307
140;487;304
140;256;304
140;487;304
140;487;304
140;485;304
140;485;286
140;485;295
140;128;304
140;485;304
140;485;304
140;576;304
140;483;304
140;576;304
140;483;295
140;128;285
140;483;295
140;483;295
140;481;307
140;481;307
140;481;307
140;479;307
140;481;307
140;481;299
140;481;300
140;479;300
140;128;299
140;479;299
140;128;299
140;481;299
140;479;299
140;479;298
140;479;287
140;479;299
140;479;306
140;479;294
140;479;294
140;481;294
140;481;294
140;576;294
140;481;291
140;128;286
140;481;300
140;483;292
140;481;292
140;483;292
140;483;292
140;481;292
140;483;295
140;481;309
140;576;282
140;483;300
140;128;291
140;483;291
140;128;291
140;483;291
140;483;291
140;483;294
140;483;292
140;483;301
140;481;301
140;485;301
140;483;301
140;128;301
140;483;301
140;128;290
140;485;295
140;128;290
140;483;299
140;256;294
140;483;294
140;483;294
140;483;294
140;483;294
140;483;289
140;485;310
140;576;291
140;485;295
140;483;295
140;483;295
140;128;295
140;485;295
140;485;291
140;485;303
140;485;282
140;485;294
140;483;280
140;485;280
140;483;280
140;128;280
140;485;280
140;483;299
140;485;295
140;485;297
140;485;299
140;485;299
140;483;299
140;483;299
140;485;299
140;483;295
140;483;300
140;485;289
140;576;295
140;483;291
140;483;291
140;483;291
140;485;291
140;483;291
140;483;291
140;485;284
140;483;295
140;483;295
140;483;295
140;576;295
140;485;295
140;128;295
140;483;295
140;483;290
140;483;287
140;485;302
140;483;285
140;483;285
140;485;285
140;483;285
140;483;285
140;128;295
140;483;286
140;483;300
140;128;297
140;485;297
140;483;297
140;483;297
140;483;297
140;483;309
140;483;287
140;483;299
140;128;287
140;483;273
140;485;273
140;483;273
140;483;273
140;483;273
140;483;290
140;128;280
140;483;286
140;483;291
140;483;291
140;483;291
140;483;291
140;483;291
140;483;300
140;483;284
140;483;297
140;483;303
140;128;297
140;483;297
140;128;297
140;483;297
140;483;297
140;485;289
140;483;305
140;483;288
140;483;284
140;483;284
140;483;284
140;481;284
140;481;284
140;483;283
140;481;285
140;483;286
140;481;294
140;483;291
140;481;291
140;481;291
140;481;291
140;481;291
140;481;287
140;481;289
140;576;294
140;481;304
140;481;304
140;481;304
140;481;304
140;481;304
140;483;291
140;481;295
140;481;288
140;481;287
140;481;302
140;481;302
140;483;302
140;483;302
140;483;302
140;483;290
140;483;298
140;483;287
140;481;268
140;481;268
140;483;268
140;481;268
140;483;268
140;483;294
140;481;287
140;483;295
140;128;295
140;483;307
140;128;307
140;483;307
140;483;307
140;481;307
140;481;284
140;481;291
140;481;295
140;481;295
140;481;295
140;481;295
140;483;295
140;481;295
140;481;287
140;481;283
140;481;278
140;481;284
140;481;289
140;481;289
140;481;289
140;481;289
140;481;289
140;481;303
140;481;290
140;481;286
140;481;284
140;481;284
140;483;284
140;481;284
140;481;284
140;481;263
140;481;275
140;481;291
140;481;280
140;483;295
140;481;295
140;481;295
140;576;295
