2022-01-27 20:59:09.280,90,16
2022-01-27 20:59:09.292,90,17
2022-01-27 20:59:09.296,90,370
2022-01-27 20:59:09.296,90,17
2022-01-27 20:59:09.296,90,257
2022-01-27 20:59:09.300,90,8
2022-01-27 20:59:09.300,90,17
2022-01-27 20:59:09.300,90,351
2022-01-27 20:59:09.304,90,18
2022-01-27 20:59:09.304,90,18
2022-01-27 20:59:09.304,90,352
2022-01-27 20:59:09.304,90,18
2022-01-27 20:59:09.308,90,18
2022-01-27 20:59:09.308,90,346
2022-01-27 20:59:09.312,90,18
2022-01-27 20:59:09.312,90,18
2022-01-27 20:59:09.313,90,336
2022-01-27 20:59:09.317,90,18
2022-01-27 20:59:09.317,90,18
2022-01-27 20:59:09.317,90,323
2022-01-27 20:59:09.322,90,336
2022-01-27 20:59:09.322,90,18
2022-01-27 20:59:09.326,90,18
2022-01-27 20:59:09.327,90,329
2022-01-27 20:59:09.327,90,18
2022-01-27 20:59:09.332,90,18
2022-01-27 20:59:09.332,90,323
2022-01-27 20:59:09.332,90,9
2022-01-27 20:59:09.332,90,18
2022-01-27 20:59:09.338,90,325
2022-01-27 20:59:09.338,90,323
2022-01-27 20:59:09.339,90,18
2022-01-27 20:59:09.339,90,18
2022-01-27 20:59:09.339,90,321
2022-01-27 20:59:09.343,90,18
2022-01-27 20:59:09.343,90,18
2022-01-27 20:59:09.343,90,306
2022-01-27 20:59:09.347,90,10
2022-01-27 20:59:09.347,90,18
2022-01-27 20:59:09.348,90,316
2022-01-27 20:59:09.352,90,333
2022-01-27 20:59:09.352,90,18
2022-01-27 20:59:09.352,90,18
2022-01-27 20:59:09.357,90,325
2022-01-27 20:59:09.357,90,18
2022-01-27 20:59:09.357,90,18
2022-01-27 20:59:09.361,90,308
2022-01-27 20:59:09.361,90,314
2022-01-27 20:59:09.361,90,18
2022-01-27 20:59:09.365,90,18
2022-01-27 20:59:09.365,90,323
2022-01-27 20:59:09.365,90,18
2022-01-27 20:59:09.368,90,18
2022-01-27 20:59:09.369,90,310
2022-01-27 20:59:09.372,90,18
2022-01-27 20:59:09.372,90,18
2022-01-27 20:59:09.372,90,307
2022-01-27 20:59:09.375,90,308
2022-01-27 20:59:09.375,90,18
2022-01-27 20:59:09.375,90,18
2022-01-27 20:59:09.378,90,311
2022-01-27 20:59:09.378,90,18
2022-01-27 20:59:09.381,90,18
2022-01-27 20:59:09.382,90,310
2022-01-27 20:59:09.382,90,9
2022-01-27 20:59:09.382,90,18
2022-01-27 20:59:09.385,90,296
2022-01-27 20:59:09.385,90,325
2022-01-27 20:59:09.386,90,18
2022-01-27 20:59:09.390,90,18
2022-01-27 20:59:09.390,90,312
2022-01-27 20:59:09.390,90,18
2022-01-27 20:59:09.394,90,18
2022-01-27 20:59:09.394,90,303
2022-01-27 20:59:09.398,90,16
2022-01-27 20:59:09.398,90,18
2022-01-27 20:59:09.398,90,299
2022-01-27 20:59:09.403,90,313
2022-01-27 20:59:09.403,90,18
2022-01-27 20:59:09.403,90,18
2022-01-27 20:59:09.407,90,312
2022-01-27 20:59:09.407,90,18
2022-01-27 20:59:09.407,90,18
2022-01-27 20:59:09.410,90,311
2022-01-27 20:59:09.410,90,297
2022-01-27 20:59:09.410,90,18
2022-01-27 20:59:09.415,90,18
2022-01-27 20:59:09.415,90,307
2022-01-27 20:59:09.415,90,18
2022-01-27 20:59:09.418,90,18
2022-01-27 20:59:09.418,90,290
2022-01-27 20:59:09.418,90,18
2022-01-27 20:59:09.422,90,18
2022-01-27 20:59:09.422,90,297
2022-01-27 20:59:09.427,90,307
2022-01-27 20:59:09.427,90,18
2022-01-27 20:59:09.427,90,18
2022-01-27 20:59:09.427,90,304
2022-01-27 20:59:09.431,90,18
2022-01-27 20:59:09.431,130,18
2022-01-27 20:59:09.435,130,19
2022-01-27 20:59:09.436,130,305
2022-01-27 20:59:09.436,130,10
2022-01-27 20:59:09.439,130,18
2022-01-27 20:59:09.440,130,283
2022-01-27 20:59:09.440,130,279
2022-01-27 20:59:09.444,130,297
2022-01-27 20:59:09.444,130,18
2022-01-27 20:59:09.448,130,19
2022-01-27 20:59:09.448,130,262
2022-01-27 20:59:09.448,130,283
2022-01-27 20:59:09.452,130,18
2022-01-27 20:59:09.452,130,18
2022-01-27 20:59:09.452,130,270
2022-01-27 20:59:09.456,130,278
2022-01-27 20:59:09.456,130,290
2022-01-27 20:59:09.460,130,18
2022-01-27 20:59:09.460,130,19
2022-01-27 20:59:09.460,130,281
2022-01-27 20:59:09.463,130,265
2022-01-27 20:59:09.463,130,18
2022-01-27 20:59:09.467,130,18
2022-01-27 20:59:09.467,130,269
2022-01-27 20:59:09.467,130,270
2022-01-27 20:59:09.471,130,10
2022-01-27 20:59:09.471,130,18
2022-01-27 20:59:09.471,130,271
2022-01-27 20:59:09.476,130,256
2022-01-27 20:59:09.476,130,276
2022-01-27 20:59:09.480,130,18
2022-01-27 20:59:09.480,130,18
2022-01-27 20:59:09.480,130,255
2022-01-27 20:59:09.485,130,273
2022-01-27 20:59:09.485,130,18
2022-01-27 20:59:09.489,130,18
2022-01-27 20:59:09.489,130,260
2022-01-27 20:59:09.489,130,231
2022-01-27 20:59:09.493,130,272
2022-01-27 20:59:09.493,130,18
2022-01-27 20:59:09.497,130,19
2022-01-27 20:59:09.497,130,259
2022-01-27 20:59:09.497,130,277
2022-01-27 20:59:09.501,130,18
2022-01-27 20:59:09.501,130,18
2022-01-27 20:59:09.501,130,250
2022-01-27 20:59:09.505,130,275
2022-01-27 20:59:09.505,130,149
2022-01-27 20:59:09.509,130,18
2022-01-27 20:59:09.509,130,19
2022-01-27 20:59:09.509,130,273
2022-01-27 20:59:09.513,130,262
2022-01-27 20:59:09.513,130,18
2022-01-27 20:59:09.517,130,19
2022-01-27 20:59:09.517,130,264
2022-01-27 20:59:09.517,130,243
2022-01-27 20:59:09.521,130,18
2022-01-27 20:59:09.521,130,18
2022-01-27 20:59:09.521,130,266
2022-01-27 20:59:09.525,130,267
2022-01-27 20:59:09.525,130,269
2022-01-27 20:59:09.529,130,18
2022-01-27 20:59:09.529,130,19
2022-01-27 20:59:09.529,130,270
2022-01-27 20:59:09.534,130,265
2022-01-27 20:59:09.534,130,18
2022-01-27 20:59:09.538,130,18
2022-01-27 20:59:09.538,130,245
2022-01-27 20:59:09.538,130,240
2022-01-27 20:59:09.542,130,271
2022-01-27 20:59:09.542,130,18
2022-01-27 20:59:09.542,130,18
2022-01-27 20:59:09.546,130,259
2022-01-27 20:59:09.546,130,254
