2022-01-26 15:12:55.383,70,0.00,17
2022-01-26 15:12:55.393,70,0.00,530
2022-01-26 15:12:55.405,70,0.00,517
2022-01-26 15:12:55.417,70,0.00,518
2022-01-26 15:12:55.430,70,0.00,16
2022-01-26 15:12:55.441,70,0.00,17
2022-01-26 15:12:55.454,70,0.35,17
2022-01-26 15:12:55.466,70,0.00,17
2022-01-26 15:12:55.474,70,0.35,17
2022-01-26 15:12:55.486,70,0.35,17
2022-01-26 15:12:55.499,70,0.35,478
2022-01-26 15:12:55.511,70,0.35,503
2022-01-26 15:12:55.524,70,0.35,493
2022-01-26 15:12:55.536,70,0.35,17
2022-01-26 15:12:55.548,70,0.70,16
2022-01-26 15:12:55.560,70,0.70,16
2022-01-26 15:12:55.572,70,0.70,16
2022-01-26 15:12:55.581,70,1.05,16
2022-01-26 15:12:55.593,70,1.05,17
2022-01-26 15:12:55.605,70,1.41,472
2022-01-26 15:12:55.618,70,1.41,468
2022-01-26 15:12:55.630,70,1.76,17
2022-01-26 15:12:55.642,70,1.76,17
2022-01-26 15:12:55.655,70,2.11,17
2022-01-26 15:12:55.663,70,2.46,17
2022-01-26 15:12:55.675,70,2.81,17
2022-01-26 15:12:55.687,70,3.16,17
2022-01-26 15:12:55.699,70,3.52,16
2022-01-26 15:12:55.712,70,3.87,465
2022-01-26 15:12:55.724,70,4.22,449
2022-01-26 15:12:55.736,70,4.92,17
2022-01-26 15:12:55.745,70,5.27,17
2022-01-26 15:12:55.757,70,5.63,17
2022-01-26 15:12:55.769,70,6.33,17
2022-01-26 15:12:55.782,70,6.68,16
2022-01-26 15:12:55.794,70,7.38,17
2022-01-26 15:12:55.802,70,8.09,453
2022-01-26 15:12:55.814,70,8.79,432
2022-01-26 15:12:55.830,70,9.14,17
2022-01-26 15:12:55.838,70,9.84,17
2022-01-26 15:12:55.850,70,10.55,17
2022-01-26 15:12:55.863,70,11.25,17
2022-01-26 15:12:55.876,70,11.60,17
2022-01-26 15:12:55.887,70,12.66,17
2022-01-26 15:12:55.900,70,13.36,17
2022-01-26 15:12:55.913,70,14.06,17
2022-01-26 15:12:55.924,70,15.12,17
2022-01-26 15:12:55.937,70,16.17,17
2022-01-26 15:12:55.954,70,16.87,16
2022-01-26 15:12:55.966,70,17.58,441
2022-01-26 15:12:55.978,70,18.63,16
2022-01-26 15:12:55.991,70,19.34,17
2022-01-26 15:12:56.003,70,20.04,16
2022-01-26 15:12:56.015,70,20.74,414
2022-01-26 15:12:56.028,70,21.80,16
2022-01-26 15:12:56.039,70,22.50,16
2022-01-26 15:12:56.052,70,23.20,17
2022-01-26 15:12:56.064,70,23.55,419
2022-01-26 15:12:56.081,70,24.26,16
2022-01-26 15:12:56.093,70,24.96,16
2022-01-26 15:12:56.105,70,25.31,17
2022-01-26 15:12:56.117,70,26.02,432
2022-01-26 15:12:56.130,70,26.37,17
2022-01-26 15:12:56.142,70,27.07,16
2022-01-26 15:12:56.154,70,27.42,17
2022-01-26 15:12:56.167,70,27.77,417
2022-01-26 15:12:56.183,70,28.12,17
2022-01-26 15:12:56.195,70,28.12,17
2022-01-26 15:12:56.207,70,28.48,17
2022-01-26 15:12:56.220,70,28.48,418
2022-01-26 15:12:56.232,70,28.83,17
2022-01-26 15:12:56.245,70,28.83,17
2022-01-26 15:12:56.257,70,28.83,17
2022-01-26 15:12:56.269,70,28.48,16
2022-01-26 15:12:56.281,70,28.48,409
2022-01-26 15:12:56.298,70,28.48,16
2022-01-26 15:12:56.310,70,28.48,17
2022-01-26 15:12:56.323,70,28.12,16
2022-01-26 15:12:56.334,70,27.77,417
2022-01-26 15:12:56.346,70,27.77,16
2022-01-26 15:12:56.359,70,27.42,17
2022-01-26 15:12:56.371,70,27.07,17
2022-01-26 15:12:56.383,70,26.72,424
2022-01-26 15:12:56.400,70,26.37,16
2022-01-26 15:12:56.412,70,26.02,17
2022-01-26 15:12:56.424,70,25.66,17
2022-01-26 15:12:56.437,70,25.31,405
2022-01-26 15:12:56.449,70,24.96,16
2022-01-26 15:12:56.461,70,24.61,17
2022-01-26 15:12:56.474,70,24.26,17
2022-01-26 15:12:56.486,70,23.91,410
2022-01-26 15:12:56.498,70,23.55,17
2022-01-26 15:12:56.510,70,23.20,17
2022-01-26 15:12:56.527,70,23.20,16
2022-01-26 15:12:56.539,70,22.50,409
2022-01-26 15:12:56.552,70,22.50,17
2022-01-26 15:12:56.564,70,22.15,17
2022-01-26 15:12:56.577,70,21.80,17
2022-01-26 15:12:56.590,70,21.80,16
2022-01-26 15:12:56.601,70,21.45,407
2022-01-26 15:12:56.613,70,21.09,17
2022-01-26 15:12:56.625,70,21.09,17
2022-01-26 15:12:56.638,70,21.09,16
2022-01-26 15:12:56.654,70,20.74,402
2022-01-26 15:12:56.666,70,20.74,17
2022-01-26 15:12:56.679,70,20.74,16
2022-01-26 15:12:56.691,70,20.74,17
2022-01-26 15:12:56.703,70,20.74,419
2022-01-26 15:12:56.715,70,20.74,17
2022-01-26 15:12:56.728,70,20.74,17
2022-01-26 15:12:56.740,70,20.74,17
2022-01-26 15:12:56.752,70,20.74,419
2022-01-26 15:12:56.769,70,21.09,17
2022-01-26 15:12:56.781,70,21.09,17
2022-01-26 15:12:56.793,70,21.09,16
2022-01-26 15:12:56.805,70,21.45,421
2022-01-26 15:12:56.818,70,21.45,16
2022-01-26 15:12:56.830,70,21.80,16
2022-01-26 15:12:56.842,70,21.80,17
2022-01-26 15:12:56.854,70,22.15,429
2022-01-26 15:12:56.871,70,22.50,17
2022-01-26 15:12:56.883,70,22.85,17
2022-01-26 15:12:56.896,70,22.85,17
2022-01-26 15:12:56.908,70,23.20,16
2022-01-26 15:12:56.920,70,23.55,404
2022-01-26 15:12:56.933,70,23.55,17
2022-01-26 15:12:56.945,70,23.91,17
2022-01-26 15:12:56.957,70,23.91,16
2022-01-26 15:12:56.969,70,24.26,392
2022-01-26 15:12:56.986,70,24.61,16
2022-01-26 15:12:56.998,70,24.96,16
2022-01-26 15:12:57.010,70,25.31,17
2022-01-26 15:12:57.023,70,25.31,419
2022-01-26 15:12:57.035,70,25.66,16
2022-01-26 15:12:57.047,70,26.02,16
2022-01-26 15:12:57.060,70,26.02,17
2022-01-26 15:12:57.072,70,26.02,414
2022-01-26 15:12:57.084,70,26.37,17
2022-01-26 15:12:57.100,70,26.37,17
2022-01-26 15:12:57.113,70,26.72,17
2022-01-26 15:12:57.125,70,26.72,419
