2022-01-26 23:02:37.833,,382790,0.00,367,
2022-01-26 23:02:37.833,90,0.00,340,,
2022-01-26 23:02:37.833,90,0.00,374,,
2022-01-26 23:02:37.833,90,0.00,377,,
2022-01-26 23:02:37.833,90,0.00,17,,
2022-01-26 23:02:37.833,90,0.00,16,,
2022-01-26 23:02:37.834,90,0.00,17,,
2022-01-26 23:02:37.834,90,0.00,389,,
2022-01-26 23:02:37.834,90,0.00,376,,
2022-01-26 23:02:37.834,90,0.00,17,,
2022-01-26 23:02:37.834,90,0.00,385,,
2022-01-26 23:02:37.834,90,0.00,367,,
2022-01-26 23:02:37.834,90,0.00,340,,
2022-01-26 23:02:37.834,90,0.00,374,,
2022-01-26 23:02:37.834,90,0.00,377,,
2022-01-26 23:02:37.834,90,0.00,17,,
2022-01-26 23:02:37.834,90,0.00,16,,
2022-01-26 23:02:37.834,90,0.00,17,,
2022-01-26 23:02:37.834,90,0.00,389,,
2022-01-26 23:02:37.834,90,0.00,376,,
2022-01-26 23:02:37.834,90,0.00,17,,
2022-01-26 23:02:37.834,90,0.00,385,,
2022-01-26 23:02:37.834,90,0.00,367,,
2022-01-26 23:02:37.834,90,0.00,90,0.00,519
2022-01-26 23:02:37.846,90,0.00,17,,
2022-01-26 23:02:37.857,90,0.00,17,,
2022-01-26 23:02:37.865,90,0.00,16,,
2022-01-26 23:02:37.877,90,0.00,17,,
2022-01-26 23:02:37.890,90,0.00,16,,
2022-01-26 23:02:37.902,90,0.00,17,,
2022-01-26 23:02:37.914,90,0.00,17,,
2022-01-26 23:02:37.923,90,0.00,16,,
2022-01-26 23:02:37.935,90,0.00,508,,
2022-01-26 23:02:37.947,90,0.00,490,,
2022-01-26 23:02:37.960,90,0.00,485,,
2022-01-26 23:02:37.971,90,0.00,17,,
2022-01-26 23:02:37.984,90,0.00,492,,
2022-01-26 23:02:37.996,90,0.00,493,,
2022-01-26 23:02:38.009,90,0.00,458,,
2022-01-26 23:02:38.021,90,0.00,17,,
2022-01-26 23:02:38.034,90,0.00,16,,
2022-01-26 23:02:38.045,90,0.00,16,,
