2022-01-19 09:56:19.899,0,0.60,0.00,17,2,0.00
2022-01-19 09:56:19.927,60,0.00,17,0,0.00,
2022-01-19 09:56:19.950,60,-0.35,17,0,0.00,
2022-01-19 09:56:19.974,60,0.00,471,0,1.21,
2022-01-19 09:56:19.999,60,-0.35,17,2,0.00,
2022-01-19 09:56:20.023,60,0.00,16,0,0.00,
2022-01-19 09:56:20.045,60,0.00,17,0,0.00,
2022-01-19 09:56:20.069,60,0.00,446,0,1.21,
2022-01-19 09:56:20.094,60,0.35,16,2,0.00,
2022-01-19 09:56:20.117,60,0.35,17,0,0.00,
2022-01-19 09:56:20.142,60,0.70,16,0,0.00,
2022-01-19 09:56:20.163,60,1.05,17,0,1.21,
2022-01-19 09:56:20.188,60,1.41,462,2,0.00,
2022-01-19 09:56:20.212,60,1.76,16,0,0.00,
2022-01-19 09:56:20.237,60,2.46,17,0,0.00,
2022-01-19 09:56:20.261,60,3.16,17,0,0.00,
2022-01-19 09:56:20.286,60,3.87,438,2,1.21,
2022-01-19 09:56:20.310,60,4.92,16,2,0.00,
2022-01-19 09:56:20.335,60,5.63,17,0,0.00,
2022-01-19 09:56:20.355,60,6.68,17,0,0.00,
2022-01-19 09:56:20.380,60,7.73,389,0,1.21,
2022-01-19 09:56:20.405,60,8.79,15,2,0.00,
2022-01-19 09:56:20.429,60,10.20,16,0,0.00,
2022-01-19 09:56:20.454,60,11.25,17,0,0.00,
2022-01-19 09:56:20.478,60,12.30,17,0,0.00,
2022-01-19 09:56:20.503,60,13.71,397,0,0.61,
2022-01-19 09:56:20.528,60,14.41,17,2,0.00,
2022-01-19 09:56:20.552,60,15.47,16,0,0.00,
2022-01-19 09:56:20.577,60,16.17,17,0,0.00,
2022-01-19 09:56:20.598,60,17.23,17,0,0.61,
2022-01-19 09:56:20.622,60,17.93,414,1,1.21,
2022-01-19 09:56:20.647,60,18.63,17,2,0.00,
2022-01-19 09:56:20.673,60,18.98,16,0,0.00,
2022-01-19 09:56:20.695,60,19.34,17,0,0.00,
2022-01-19 09:56:20.720,60,19.34,17,0,0.61,
2022-01-19 09:56:20.744,60,19.69,408,1,0.00,
2022-01-19 09:56:20.769,60,19.69,16,0,0.00,
2022-01-19 09:56:20.790,60,19.69,16,0,0.00,
2022-01-19 09:56:20.814,60,19.69,17,0,0.00,
2022-01-19 09:56:20.839,60,19.69,402,0,0.61,
2022-01-19 09:56:20.864,60,19.34,411,1,0.00,
2022-01-19 09:56:20.888,60,19.34,16,0,0.00,
2022-01-19 09:56:20.913,60,19.34,17,0,0.00,
2022-01-19 09:56:20.937,60,18.98,16,0,0.00,
2022-01-19 09:56:20.962,60,18.98,391,0,0.61,
2022-01-19 09:56:20.987,60,18.98,414,1,0.00,
2022-01-19 09:56:21.011,60,18.98,16,0,0.00,
2022-01-19 09:56:21.032,60,18.63,17,0,0.00,
2022-01-19 09:56:21.056,60,18.63,16,0,0.00,
2022-01-19 09:56:21.081,60,18.63,393,0,0.61,
2022-01-19 09:56:21.105,60,18.63,413,1,0.00,
2022-01-19 09:56:21.130,60,18.63,16,0,0.00,
2022-01-19 09:56:21.154,60,18.63,16,0,0.00,
2022-01-19 09:56:21.179,60,18.63,16,0,0.00,
2022-01-19 09:56:21.200,60,18.63,393,0,0.61,
2022-01-19 09:56:21.228,60,18.63,401,1,0.00,
2022-01-19 09:56:21.248,60,18.63,17,0,0.00,
2022-01-19 09:56:21.273,60,18.63,16,0,0.00,
2022-01-19 09:56:21.298,60,18.63,16,0,0.00,
2022-01-19 09:56:21.321,60,18.98,392,0,0.61,
2022-01-19 09:56:21.347,60,18.98,402,1,0.00,
2022-01-19 09:56:21.372,60,18.98,16,0,0.00,
2022-01-19 09:56:21.392,60,18.98,16,0,0.00,
2022-01-19 09:56:21.417,60,18.98,16,0,0.00,
2022-01-19 09:56:21.441,60,18.98,406,0,0.61,
2022-01-19 09:56:21.465,60,19.34,420,1,0.00,
2022-01-19 09:56:21.490,60,18.98,16,0,0.00,
2022-01-19 09:56:21.514,60,19.34,17,0,0.00,
2022-01-19 09:56:21.539,60,19.34,16,0,0.00,
2022-01-19 09:56:21.564,60,19.34,389,0,0.61,
2022-01-19 09:56:21.588,60,19.34,422,1,0.00,
2022-01-19 09:56:21.613,60,19.34,16,0,0.00,
2022-01-19 09:56:21.634,60,19.34,16,0,0.00,
2022-01-19 09:56:21.658,60,19.34,16,0,0.00,
2022-01-19 09:56:21.682,60,19.34,390,0,0.61,
2022-01-19 09:56:21.707,60,19.34,16,1,0.00,
2022-01-19 09:56:21.732,60,19.34,17,0,0.00,
2022-01-19 09:56:21.756,60,19.34,16,0,0.00,
2022-01-19 09:56:21.780,60,19.34,16,0,0.00,
2022-01-19 09:56:21.801,60,19.34,408,1,0.61,
2022-01-19 09:56:21.830,60,19.34,17,2,0.00,
2022-01-19 09:56:21.850,60,19.34,16,0,0.00,
2022-01-19 09:56:21.875,60,19.34,16,0,0.00,
2022-01-19 09:56:21.900,60,19.34,16,0,0.61,
2022-01-19 09:56:21.924,60,19.34,402,1,0.00,
2022-01-19 09:56:21.949,60,19.34,16,0,0.00,
2022-01-19 09:56:21.973,60,19.34,16,0,0.00,
2022-01-19 09:56:21.994,60,19.34,17,0,0.00,
2022-01-19 09:56:22.019,60,19.34,403,0,0.61,
2022-01-19 09:56:22.043,60,19.34,411,1,0.00,
2022-01-19 09:56:22.068,60,19.34,17,0,0.00,
2022-01-19 09:56:22.092,60,19.34,16,0,0.00,
2022-01-19 09:56:22.117,60,19.34,17,0,0.00,
2022-01-19 09:56:22.141,60,19.34,407,0,0.61,
2022-01-19 09:56:22.165,60,19.34,381,1,0.00,
2022-01-19 09:56:22.190,60,19.34,17,0,0.00,
2022-01-19 09:56:22.211,60,19.34,16,0,0.00,
2022-01-19 09:56:22.235,60,19.34,17,0,0.00,
2022-01-19 09:56:22.260,60,19.34,394,0,1.21,
2022-01-19 09:56:22.285,60,19.34,16,2,0.00,
2022-01-19 09:56:22.309,60,19.34,16,0,0.00,
2022-01-19 09:56:22.334,60,19.34,17,0,0.00,
2022-01-19 09:56:22.359,60,19.34,16,0,0.00,
2022-01-19 09:56:22.379,60,19.34,407,1,0.61,
2022-01-19 09:56:22.408,60,19.34,16,1,0.00,
2022-01-19 09:56:22.428,60,19.34,17,0,0.00,
2022-01-19 09:56:22.453,60,19.34,16,0,0.00,
2022-01-19 09:56:22.477,60,19.34,17,0,0.61,
2022-01-19 09:56:22.501,60,19.34,409,1,0.00,
2022-01-19 09:56:22.526,60,19.34,16,0,0.00,
2022-01-19 09:56:22.550,60,19.34,17,0,0.00,
2022-01-19 09:56:22.571,60,19.34,17,0,0.00,
2022-01-19 09:56:22.596,60,19.34,395,0,0.61,
2022-01-19 09:56:22.620,60,19.34,375,1,0.00,
2022-01-19 09:56:22.645,60,19.34,17,0,0.00,
2022-01-19 09:56:22.670,60,19.34,16,0,0.00,
2022-01-19 09:56:22.694,60,19.69,16,0,0.00,
2022-01-19 09:56:22.719,60,19.34,400,0,0.61,
2022-01-19 09:56:22.743,60,19.34,414,1,0.00,
2022-01-19 09:56:22.768,60,19.34,17,0,0.00,
2022-01-19 09:56:22.788,60,19.34,17,0,0.00,
2022-01-19 09:56:22.813,60,19.34,17,0,0.00,
2022-01-19 09:56:22.838,60,19.34,385,0,1.21,
2022-01-19 09:56:22.862,60,19.34,380,2,0.00,
2022-01-19 09:56:22.887,60,19.69,16,0,0.00,
2022-01-19 09:56:22.911,60,19.34,16,0,0.00,
2022-01-19 09:56:22.936,60,19.34,17,0,0.00,
